age,education,job,marital,salary,balance,loan,response
28.0,tertiary,student,single,4000,471,no,no
34.0,secondary,technician,divorced,60000,8,no,no
44.0,tertiary,management,married,100000,1850,no,no
26.0,secondary,admin.,single,50000,96,no,no
30.0,tertiary,management,divorced,100000,415,yes,yes
25.0,secondary,blue-collar,single,20000,15,no,no
37.0,secondary,admin.,divorced,50000,315,no,no
29.0,secondary,admin.,married,50000,2,no,no
40.0,secondary,self-employed,married,60000,311,no,no
30.0,secondary,entrepreneur,married,120000,392,no,no
37.0,primary,blue-collar,married,20000,0,no,no
25.0,secondary,services,married,70000,-97,no,no
39.0,secondary,blue-collar,married,20000,854,yes,no
44.0,secondary,entrepreneur,married,120000,860,yes,no
32.0,secondary,technician,single,60000,6402,no,no
52.0,secondary,admin.,married,50000,786,no,no
48.0,secondary,entrepreneur,single,120000,0,no,no
43.0,primary,management,married,100000,88,yes,no
31.0,unknown,student,single,4000,2882,no,no
36.0,secondary,admin.,single,50000,245,no,no
44.0,primary,blue-collar,married,20000,513,no,no
34.0,secondary,technician,married,60000,134,no,no
37.0,secondary,admin.,single,50000,465,yes,no
39.0,primary,services,married,70000,0,no,no
40.0,secondary,blue-collar,married,20000,1012,no,no
33.0,secondary,admin.,divorced,50000,-18,no,no
53.0,tertiary,entrepreneur,married,120000,54,yes,no
34.0,primary,blue-collar,married,20000,17946,no,no
46.0,secondary,services,divorced,70000,281,yes,no
34.0,secondary,admin.,married,50000,4902,no,no
32.0,tertiary,management,married,100000,2218,no,no
30.0,tertiary,management,divorced,100000,477,no,no
31.0,tertiary,housemaid,single,16000,399,no,no
25.0,tertiary,student,single,4000,505,no,no
36.0,primary,blue-collar,married,20000,59,no,no
43.0,primary,unemployed,married,8000,9,yes,no
43.0,primary,unemployed,married,8000,9262,no,no
22.0,secondary,services,single,70000,3,no,no
45.0,secondary,management,divorced,100000,0,no,no
32.0,secondary,technician,divorced,60000,0,no,no
37.0,secondary,technician,married,60000,83,no,no
28.0,primary,blue-collar,married,20000,60,no,no
23.0,secondary,services,married,70000,83,no,no
38.0,tertiary,management,single,100000,171,yes,no
47.0,unknown,entrepreneur,married,120000,1481,no,no
32.0,secondary,services,married,70000,509,no,no
29.0,secondary,services,married,70000,0,yes,no
30.0,secondary,services,married,70000,78,no,no
35.0,secondary,admin.,married,50000,-244,yes,no
55.0,primary,blue-collar,married,20000,1086,no,no
44.0,primary,blue-collar,married,20000,-298,no,no
42.0,secondary,admin.,married,50000,1455,no,no
33.0,secondary,blue-collar,divorced,20000,714,no,no
33.0,secondary,admin.,married,50000,2468,yes,no
34.0,tertiary,management,divorced,100000,-401,no,no
37.0,primary,self-employed,married,60000,90,no,no
44.0,secondary,services,married,70000,1864,no,no
41.0,tertiary,technician,married,60000,-15,no,no
30.0,secondary,technician,single,60000,516,no,no
31.0,secondary,services,divorced,70000,1016,no,no
51.0,primary,self-employed,married,60000,106,no,no
31.0,secondary,unemployed,single,8000,209,no,no
34.0,tertiary,entrepreneur,married,120000,0,no,yes
33.0,secondary,blue-collar,married,20000,0,yes,no
39.0,secondary,management,married,100000,-473,no,no
42.0,secondary,admin.,divorced,50000,24,no,no
42.0,tertiary,technician,single,60000,-380,no,no
31.0,secondary,blue-collar,single,20000,1979,yes,yes
29.0,secondary,blue-collar,married,20000,751,no,no
32.0,secondary,technician,single,60000,-569,no,no
33.0,tertiary,unemployed,single,8000,0,no,no
44.0,primary,blue-collar,married,20000,0,no,no
42.0,primary,management,married,100000,-679,yes,no
26.0,tertiary,management,single,100000,1494,no,no
33.0,secondary,admin.,married,50000,680,no,no
33.0,secondary,services,married,70000,2,no,no
51.0,tertiary,management,divorced,100000,93,yes,no
27.0,secondary,admin.,married,50000,0,no,yes
31.0,secondary,technician,single,60000,13,no,no
29.0,tertiary,unemployed,single,8000,7,no,no
38.0,secondary,technician,single,60000,613,yes,no
46.0,primary,blue-collar,married,20000,91,no,no
38.0,primary,blue-collar,married,20000,689,no,no
51.0,primary,self-employed,divorced,60000,10924,no,no
41.0,primary,admin.,married,50000,0,no,no
33.0,primary,blue-collar,married,20000,-457,yes,no
52.0,primary,services,divorced,70000,432,yes,no
35.0,secondary,services,married,70000,347,no,no
50.0,secondary,admin.,divorced,50000,2405,no,no
30.0,secondary,blue-collar,married,20000,5903,no,no
36.0,tertiary,management,single,100000,7506,no,yes
38.0,secondary,technician,single,60000,1255,no,no
47.0,primary,admin.,married,50000,31,no,no
30.0,primary,services,single,70000,411,no,no
32.0,secondary,blue-collar,single,20000,-206,no,no
46.0,tertiary,entrepreneur,married,120000,0,yes,no
31.0,unknown,blue-collar,single,20000,17,no,no
34.0,secondary,technician,single,60000,827,no,no
42.0,primary,blue-collar,single,20000,-95,no,no
33.0,tertiary,services,single,70000,1268,no,no
30.0,secondary,blue-collar,single,20000,-110,no,no
46.0,secondary,management,married,100000,-27,no,no
35.0,secondary,blue-collar,married,20000,80,yes,no
27.0,secondary,unemployed,single,8000,0,no,no
45.0,secondary,technician,married,60000,115,no,no
32.0,secondary,blue-collar,married,20000,290,no,no
37.0,tertiary,management,single,100000,102,no,yes
33.0,secondary,blue-collar,single,20000,5137,no,no
38.0,secondary,self-employed,single,60000,592,no,no
27.0,secondary,technician,single,60000,0,no,no
31.0,secondary,admin.,married,50000,223,no,no
34.0,secondary,admin.,single,50000,69,no,no
27.0,secondary,blue-collar,single,20000,-233,no,no
50.0,secondary,technician,divorced,60000,636,no,no
27.0,secondary,technician,single,60000,2,yes,yes
48.0,tertiary,management,married,100000,586,yes,no
45.0,tertiary,management,married,100000,-192,no,no
32.0,secondary,admin.,married,50000,552,no,no
42.0,primary,entrepreneur,married,120000,558,no,no
53.0,secondary,management,divorced,100000,28,no,no
29.0,tertiary,technician,single,60000,2203,no,no
45.0,secondary,unemployed,divorced,8000,728,yes,no
32.0,secondary,admin.,married,50000,752,no,yes
25.0,secondary,services,single,70000,-121,no,no
29.0,tertiary,technician,single,60000,183,yes,no
22.0,secondary,student,single,4000,310,no,no
29.0,tertiary,management,single,100000,471,no,no
41.0,secondary,technician,single,60000,2242,no,no
35.0,secondary,services,divorced,70000,-33,yes,no
35.0,tertiary,entrepreneur,single,120000,1416,no,no
33.0,secondary,management,single,100000,802,no,no
34.0,tertiary,blue-collar,married,20000,748,yes,no
30.0,tertiary,technician,single,60000,3,no,no
47.0,secondary,blue-collar,married,20000,-216,no,no
49.0,secondary,management,married,100000,99,no,yes
37.0,primary,blue-collar,single,20000,21,no,no
39.0,tertiary,management,single,100000,0,no,no
55.0,primary,blue-collar,married,20000,663,no,no
30.0,primary,entrepreneur,married,120000,501,yes,no
36.0,secondary,services,married,70000,22,no,no
36.0,secondary,blue-collar,single,20000,111,no,no
34.0,secondary,services,divorced,70000,991,no,no
38.0,secondary,technician,married,60000,1016,yes,no
28.0,secondary,admin.,single,50000,177,yes,no
37.0,tertiary,management,single,100000,1517,yes,no
29.0,secondary,admin.,single,50000,266,no,yes
34.0,tertiary,management,married,100000,2640,no,no
32.0,primary,blue-collar,single,20000,18,yes,no
32.0,secondary,technician,single,60000,-92,no,no
37.0,secondary,unemployed,married,8000,4969,no,no
29.0,tertiary,technician,single,60000,-803,yes,no
44.0,secondary,blue-collar,married,20000,-225,no,no
42.0,secondary,blue-collar,divorced,20000,1491,no,no
32.0,tertiary,management,single,100000,-248,yes,no
35.0,tertiary,management,single,100000,1494,no,no
44.0,secondary,services,married,70000,1872,no,no
34.0,secondary,entrepreneur,single,120000,339,no,no
26.0,tertiary,entrepreneur,married,120000,37,yes,no
38.0,tertiary,management,married,100000,4293,no,no
32.0,secondary,blue-collar,married,20000,678,no,no
28.0,tertiary,unemployed,single,8000,1010,no,no
49.0,secondary,technician,single,60000,571,no,no
35.0,secondary,management,single,100000,83,no,no
36.0,tertiary,management,married,100000,222,no,no
29.0,secondary,admin.,single,50000,305,no,no
26.0,secondary,blue-collar,single,20000,191,no,yes
29.0,secondary,services,single,70000,79,no,no
54.0,primary,blue-collar,married,20000,162,no,no
48.0,secondary,services,married,70000,2597,no,no
32.0,secondary,technician,divorced,60000,3345,no,no
38.0,primary,housemaid,divorced,16000,0,yes,no
26.0,primary,blue-collar,single,20000,-295,no,no
49.0,secondary,services,single,70000,6882,no,no
34.0,primary,self-employed,married,60000,252,yes,no
52.0,primary,blue-collar,married,20000,230,no,no
30.0,secondary,admin.,single,50000,609,no,no
50.0,primary,admin.,married,50000,458,no,no
33.0,primary,blue-collar,married,20000,-542,no,no
29.0,secondary,blue-collar,single,20000,114,no,no
49.0,primary,services,married,70000,0,no,yes
42.0,secondary,technician,single,60000,568,no,no
34.0,tertiary,entrepreneur,married,120000,842,no,no
39.0,secondary,technician,divorced,60000,530,yes,no
36.0,secondary,technician,married,60000,-78,no,no
32.0,secondary,technician,married,60000,-360,no,no
37.0,tertiary,management,divorced,100000,503,no,no
33.0,primary,blue-collar,married,20000,289,no,no
47.0,tertiary,self-employed,married,60000,2303,no,no
32.0,secondary,technician,married,60000,557,no,no
38.0,tertiary,management,married,100000,-1884,no,no
35.0,primary,blue-collar,divorced,20000,4401,no,no
23.0,secondary,student,single,4000,834,no,no
37.0,tertiary,management,single,100000,509,no,no
31.0,secondary,blue-collar,single,20000,-190,no,no
35.0,tertiary,management,married,100000,272,no,no
29.0,secondary,admin.,single,50000,27,no,yes
37.0,tertiary,management,married,100000,0,no,no
34.0,secondary,admin.,married,50000,-429,no,no
37.0,primary,services,married,70000,-483,yes,no
28.0,secondary,blue-collar,single,20000,524,no,yes
32.0,secondary,blue-collar,married,20000,130,no,no
31.0,secondary,technician,single,60000,0,no,no
60.0,tertiary,management,married,100000,5990,no,yes
38.0,tertiary,technician,married,60000,1,no,no
36.0,tertiary,services,married,70000,260,no,no
54.0,secondary,admin.,married,50000,614,no,no
35.0,tertiary,management,single,100000,2576,yes,no
35.0,primary,blue-collar,married,20000,623,no,no
37.0,tertiary,admin.,married,50000,828,no,no
36.0,secondary,technician,single,60000,634,no,no
27.0,secondary,student,single,4000,3096,no,no
35.0,tertiary,entrepreneur,married,120000,355,no,no
33.0,tertiary,management,married,100000,5289,no,no
33.0,tertiary,management,single,100000,372,yes,no
30.0,secondary,blue-collar,married,20000,313,yes,no
38.0,secondary,blue-collar,married,20000,638,no,no
52.0,tertiary,management,single,100000,-334,no,no
41.0,tertiary,management,married,100000,2470,no,no
40.0,primary,blue-collar,married,20000,34,no,no
58.0,unknown,self-employed,married,60000,1187,no,no
33.0,secondary,admin.,married,50000,519,no,no
26.0,secondary,admin.,single,50000,985,no,no
37.0,secondary,blue-collar,married,20000,1114,yes,no
54.0,tertiary,management,divorced,100000,432,no,no
34.0,secondary,services,divorced,70000,27,no,no
32.0,tertiary,admin.,divorced,50000,-2,no,no
33.0,secondary,management,married,100000,3935,no,yes
52.0,tertiary,management,divorced,100000,1988,no,no
29.0,unknown,blue-collar,married,20000,486,no,no
37.0,secondary,technician,married,60000,1345,no,no
44.0,unknown,technician,married,60000,-375,yes,no
25.0,secondary,blue-collar,single,20000,51,no,no
30.0,secondary,services,single,70000,346,no,no
55.0,secondary,admin.,married,50000,6205,no,no
32.0,secondary,blue-collar,married,20000,25,no,no
30.0,secondary,admin.,single,50000,1282,no,no
28.0,tertiary,blue-collar,married,20000,417,yes,no
34.0,primary,admin.,single,50000,0,yes,no
26.0,secondary,unemployed,married,8000,285,no,no
37.0,secondary,technician,married,60000,146,yes,no
35.0,secondary,blue-collar,single,20000,343,no,no
30.0,primary,blue-collar,married,20000,0,no,no
32.0,primary,blue-collar,married,20000,-6,no,no
41.0,primary,blue-collar,married,20000,13,no,no
46.0,primary,blue-collar,married,20000,147,no,no
40.0,tertiary,management,married,100000,429,no,no
34.0,secondary,technician,single,60000,1259,no,no
35.0,tertiary,management,married,100000,991,no,yes
48.0,secondary,entrepreneur,divorced,120000,2,yes,no
31.0,tertiary,management,single,100000,59,yes,yes
38.0,tertiary,self-employed,married,60000,327,no,no
40.0,secondary,services,single,70000,326,no,no
34.0,secondary,services,single,70000,0,no,no
36.0,secondary,blue-collar,married,20000,4,no,no
26.0,secondary,blue-collar,married,20000,0,no,no
32.0,secondary,admin.,married,50000,-166,no,no
51.0,tertiary,management,divorced,100000,318,no,no
41.0,secondary,blue-collar,married,20000,-940,yes,no
31.0,secondary,blue-collar,single,20000,-457,no,no
31.0,secondary,services,married,70000,-414,no,no
36.0,secondary,services,married,70000,0,no,no
38.0,tertiary,management,single,100000,427,no,no
25.0,secondary,services,single,70000,0,no,no
26.0,secondary,student,single,4000,47,no,no
44.0,secondary,admin.,divorced,50000,49,no,no
41.0,secondary,technician,married,60000,741,no,no
31.0,secondary,blue-collar,married,20000,1407,no,no
46.0,secondary,blue-collar,married,20000,-1400,no,no
39.0,primary,unemployed,married,8000,1147,yes,no
29.0,secondary,blue-collar,married,20000,100,yes,no
38.0,secondary,technician,single,60000,435,no,no
20.0,secondary,student,single,4000,602,no,no
37.0,secondary,blue-collar,single,20000,48,no,no
43.0,secondary,entrepreneur,married,120000,0,no,no
53.0,secondary,blue-collar,married,20000,-71,no,no
34.0,tertiary,management,single,100000,705,no,no
43.0,primary,blue-collar,married,20000,289,no,no
36.0,secondary,blue-collar,married,20000,777,no,no
34.0,secondary,technician,married,60000,1254,no,no
36.0,tertiary,management,married,100000,152,no,no
35.0,secondary,technician,married,60000,2468,no,no
60.0,tertiary,management,married,100000,6,no,no
40.0,tertiary,management,married,100000,1598,yes,yes
35.0,primary,blue-collar,married,20000,2953,no,no
36.0,unknown,blue-collar,married,20000,-400,yes,no
30.0,secondary,blue-collar,married,20000,-71,no,no
34.0,secondary,technician,single,60000,440,no,no
29.0,tertiary,management,married,100000,0,no,yes
39.0,secondary,technician,married,60000,147,no,no
35.0,tertiary,management,married,100000,802,no,yes
35.0,tertiary,technician,single,60000,275,no,no
46.0,secondary,technician,single,60000,747,no,no
57.0,primary,management,married,100000,2911,yes,no
31.0,tertiary,management,married,100000,-692,yes,no
31.0,secondary,self-employed,single,60000,148,yes,no
22.0,secondary,blue-collar,married,20000,223,no,no
45.0,tertiary,management,married,100000,-206,no,no
25.0,secondary,student,single,4000,115,no,no
38.0,tertiary,management,single,100000,104,no,yes
37.0,secondary,blue-collar,married,20000,-57,yes,no
42.0,primary,blue-collar,married,20000,2111,no,no
37.0,secondary,admin.,single,50000,22,no,no
30.0,secondary,admin.,single,50000,122,no,no
39.0,secondary,self-employed,married,60000,1304,yes,no
48.0,primary,blue-collar,married,20000,-254,no,no
48.0,secondary,management,married,100000,3663,no,no
56.0,tertiary,entrepreneur,divorced,120000,151,no,no
48.0,secondary,technician,married,60000,505,no,no
32.0,secondary,blue-collar,single,20000,1402,no,no
34.0,secondary,blue-collar,married,20000,4,yes,no
36.0,secondary,blue-collar,married,20000,975,no,no
34.0,secondary,blue-collar,married,20000,0,yes,no
26.0,secondary,student,single,4000,502,no,no
50.0,tertiary,management,married,100000,29,no,no
26.0,secondary,student,single,4000,1209,no,no
58.0,secondary,entrepreneur,divorced,120000,0,no,no
26.0,secondary,services,single,70000,1700,no,no
29.0,secondary,services,divorced,70000,92,no,no
26.0,tertiary,management,single,100000,199,no,no
54.0,primary,blue-collar,married,20000,-864,no,no
54.0,primary,management,married,100000,3185,yes,no
35.0,secondary,technician,divorced,60000,2777,no,no
34.0,secondary,unemployed,married,8000,2173,yes,no
37.0,tertiary,management,married,100000,1780,no,no
25.0,secondary,services,married,70000,10,no,no
31.0,tertiary,self-employed,single,60000,253,no,no
34.0,tertiary,management,single,100000,2679,no,no
30.0,secondary,services,married,70000,0,no,no
35.0,secondary,blue-collar,married,20000,-701,yes,no
53.0,primary,blue-collar,married,20000,0,yes,no
30.0,secondary,management,married,100000,-559,yes,no
26.0,secondary,blue-collar,single,20000,7475,no,no
52.0,primary,admin.,married,50000,448,no,no
33.0,tertiary,admin.,single,50000,490,no,no
31.0,secondary,blue-collar,married,20000,990,yes,no
28.0,secondary,admin.,married,50000,0,no,no
32.0,tertiary,management,married,100000,2465,yes,yes
32.0,secondary,technician,married,60000,169,no,no
50.0,secondary,admin.,single,50000,2040,no,no
31.0,tertiary,management,single,100000,23,no,no
36.0,secondary,blue-collar,married,20000,89,no,no
29.0,secondary,admin.,divorced,50000,504,no,no
31.0,secondary,blue-collar,married,20000,1326,no,no
41.0,primary,blue-collar,married,20000,293,yes,no
24.0,secondary,services,single,70000,14,no,no
28.0,secondary,blue-collar,single,20000,87,no,no
34.0,tertiary,management,single,100000,171,no,no
24.0,primary,blue-collar,married,20000,-247,no,no
33.0,secondary,technician,divorced,60000,250,yes,no
32.0,tertiary,management,single,100000,41,no,no
38.0,secondary,blue-collar,divorced,20000,887,no,no
56.0,secondary,admin.,single,50000,1854,no,no
39.0,tertiary,management,single,100000,968,no,no
38.0,secondary,services,married,70000,369,no,no
31.0,tertiary,management,single,100000,874,no,no
37.0,tertiary,self-employed,single,60000,2441,yes,no
29.0,secondary,admin.,single,50000,-194,no,no
51.0,secondary,management,married,100000,441,no,no
33.0,tertiary,management,married,100000,29,no,no
37.0,secondary,services,married,70000,343,yes,no
27.0,secondary,blue-collar,married,20000,245,no,no
33.0,secondary,admin.,married,50000,-370,no,yes
29.0,tertiary,admin.,single,50000,422,no,no
25.0,tertiary,entrepreneur,single,120000,140,no,no
35.0,secondary,technician,married,60000,883,no,no
47.0,secondary,services,married,70000,1629,no,no
30.0,tertiary,admin.,married,50000,400,no,no
30.0,secondary,blue-collar,divorced,20000,292,no,no
53.0,tertiary,self-employed,married,60000,167,no,no
31.0,primary,services,divorced,70000,459,no,yes
30.0,secondary,technician,married,60000,3875,no,no
34.0,secondary,blue-collar,divorced,20000,-131,no,no
56.0,secondary,blue-collar,married,20000,471,no,no
35.0,secondary,blue-collar,married,20000,0,no,no
35.0,secondary,technician,divorced,60000,44,yes,no
43.0,secondary,admin.,married,50000,544,no,no
34.0,tertiary,management,married,100000,1495,no,no
40.0,secondary,blue-collar,single,20000,322,no,no
34.0,tertiary,management,single,100000,2607,no,no
40.0,primary,services,divorced,70000,4,no,no
43.0,secondary,admin.,married,50000,24,no,no
27.0,secondary,services,married,70000,58,no,no
54.0,secondary,management,divorced,100000,300,no,no
33.0,secondary,services,single,70000,1646,no,no
32.0,tertiary,technician,single,60000,69,no,no
32.0,tertiary,technician,single,60000,514,yes,no
33.0,secondary,blue-collar,single,20000,381,no,no
26.0,secondary,unknown,divorced,0,-295,no,no
36.0,tertiary,management,single,100000,260,no,no
34.0,secondary,technician,single,60000,49,no,no
32.0,secondary,services,married,70000,426,yes,no
37.0,tertiary,management,divorced,100000,641,no,no
30.0,secondary,admin.,single,50000,222,no,no
32.0,secondary,blue-collar,single,20000,1291,no,no
50.0,secondary,entrepreneur,married,120000,806,yes,no
26.0,tertiary,management,single,100000,114,no,yes
36.0,secondary,management,married,100000,396,no,no
30.0,secondary,blue-collar,single,20000,959,no,no
39.0,secondary,blue-collar,married,20000,-219,no,no
42.0,primary,blue-collar,married,20000,1461,no,yes
34.0,tertiary,management,divorced,100000,94,no,no
38.0,tertiary,technician,single,60000,178,no,no
27.0,secondary,technician,single,60000,-211,no,no
44.0,primary,blue-collar,married,20000,134,no,no
38.0,secondary,admin.,divorced,50000,673,no,no
32.0,secondary,technician,single,60000,129,no,no
37.0,tertiary,management,married,100000,900,no,no
38.0,secondary,blue-collar,single,20000,4860,no,no
33.0,tertiary,self-employed,single,60000,544,no,no
32.0,secondary,technician,single,60000,1210,yes,no
40.0,tertiary,entrepreneur,married,120000,-164,no,no
45.0,tertiary,management,married,100000,1033,no,no
28.0,secondary,blue-collar,married,20000,251,no,no
35.0,primary,blue-collar,single,20000,1147,yes,no
34.0,secondary,services,single,70000,-38,no,no
24.0,secondary,blue-collar,single,20000,6837,no,no
28.0,secondary,services,single,70000,6332,no,no
35.0,secondary,blue-collar,single,20000,-177,yes,no
36.0,tertiary,entrepreneur,married,120000,280,no,no
41.0,primary,management,married,100000,733,no,no
41.0,primary,services,single,70000,5907,no,no
36.0,secondary,admin.,single,50000,0,yes,no
36.0,tertiary,management,single,100000,-679,yes,no
31.0,tertiary,self-employed,married,60000,259,no,no
40.0,secondary,admin.,single,50000,178,no,no
31.0,unknown,blue-collar,single,20000,461,no,no
45.0,tertiary,entrepreneur,married,120000,3689,no,no
58.0,secondary,retired,married,55000,-324,no,no
33.0,tertiary,admin.,single,50000,475,no,yes
39.0,tertiary,management,married,100000,3,no,no
33.0,primary,blue-collar,married,20000,494,no,no
30.0,secondary,admin.,married,50000,187,no,no
47.0,tertiary,management,single,100000,714,no,no
42.0,tertiary,management,married,100000,1435,no,yes
48.0,secondary,admin.,married,50000,-30,no,no
39.0,secondary,blue-collar,married,20000,0,no,no
41.0,secondary,technician,single,60000,32,no,no
36.0,tertiary,management,single,100000,4,no,yes
35.0,tertiary,management,single,100000,1618,yes,yes
35.0,secondary,services,single,70000,544,no,no
27.0,secondary,technician,single,60000,905,yes,no
39.0,tertiary,management,single,100000,4239,no,no
44.0,primary,blue-collar,divorced,20000,-57,no,no
38.0,primary,entrepreneur,married,120000,-786,no,no
32.0,secondary,blue-collar,married,20000,428,no,no
34.0,secondary,technician,married,60000,-1490,yes,no
32.0,primary,blue-collar,married,20000,39,no,no
30.0,secondary,services,single,70000,-271,no,yes
33.0,tertiary,entrepreneur,married,120000,2179,yes,no
33.0,secondary,services,single,70000,358,no,no
26.0,secondary,blue-collar,single,20000,2,no,no
31.0,secondary,blue-collar,single,20000,11639,no,no
39.0,secondary,entrepreneur,divorced,120000,-271,no,no
55.0,secondary,blue-collar,divorced,20000,-152,no,no
21.0,secondary,technician,single,60000,64,no,no
37.0,tertiary,management,married,100000,502,no,no
23.0,secondary,technician,single,60000,4659,no,no
24.0,secondary,admin.,married,50000,61,yes,no
41.0,primary,blue-collar,married,20000,6596,no,no
58.0,tertiary,retired,married,55000,138,no,no
32.0,primary,blue-collar,married,20000,-145,yes,no
58.0,primary,management,married,100000,1052,no,no
25.0,secondary,blue-collar,single,20000,-392,no,no
36.0,tertiary,entrepreneur,married,120000,4576,no,no
25.0,secondary,services,single,70000,0,no,no
46.0,secondary,management,married,100000,1363,yes,no
47.0,unknown,services,married,70000,12839,no,no
45.0,secondary,technician,single,60000,29,no,no
32.0,tertiary,services,single,70000,1763,no,no
31.0,secondary,technician,single,60000,77,no,no
25.0,secondary,student,single,4000,520,no,no
54.0,secondary,technician,married,60000,6,no,no
39.0,secondary,technician,single,60000,14,no,no
44.0,secondary,technician,married,60000,78,no,no
31.0,secondary,blue-collar,single,20000,1882,no,no
59.0,secondary,admin.,single,50000,2166,yes,yes
53.0,secondary,blue-collar,married,20000,913,no,no
28.0,secondary,services,single,70000,168,no,no
44.0,primary,blue-collar,married,20000,4031,no,yes
39.0,secondary,technician,married,60000,-475,no,no
59.0,secondary,retired,married,55000,599,no,no
51.0,tertiary,entrepreneur,married,120000,228,no,no
54.0,tertiary,management,divorced,100000,0,no,no
37.0,secondary,blue-collar,single,20000,2469,no,no
53.0,tertiary,management,married,100000,34230,yes,no
57.0,tertiary,management,married,100000,779,no,no
60.0,secondary,blue-collar,married,20000,322,no,no
51.0,unknown,services,married,70000,6,no,no
51.0,primary,retired,married,55000,670,no,no
47.0,tertiary,technician,divorced,60000,477,no,no
41.0,tertiary,management,married,100000,1072,no,no
37.0,tertiary,management,married,100000,64,no,no
53.0,primary,admin.,single,50000,0,no,no
37.0,secondary,blue-collar,married,20000,7,yes,no
41.0,secondary,services,single,70000,-278,no,no
48.0,secondary,blue-collar,married,20000,0,yes,no
33.0,secondary,technician,married,60000,399,no,no
30.0,secondary,technician,single,60000,359,no,no
57.0,tertiary,self-employed,married,60000,192,no,no
47.0,secondary,blue-collar,divorced,20000,25,no,no
36.0,tertiary,management,single,100000,1804,no,no
29.0,secondary,admin.,single,50000,428,yes,no
37.0,primary,blue-collar,married,20000,223,no,no
58.0,secondary,services,married,70000,2745,no,no
53.0,secondary,self-employed,married,60000,1066,no,no
44.0,secondary,services,married,70000,191,yes,no
24.0,secondary,admin.,single,50000,1725,no,no
51.0,secondary,entrepreneur,married,120000,0,no,no
54.0,tertiary,management,married,100000,8509,no,no
48.0,secondary,technician,married,60000,-938,no,no
46.0,secondary,technician,divorced,60000,-1034,yes,no
32.0,tertiary,management,single,100000,-307,yes,no
29.0,secondary,blue-collar,single,20000,2891,no,no
31.0,secondary,technician,married,60000,504,yes,no
34.0,secondary,technician,divorced,60000,558,no,no
31.0,secondary,blue-collar,single,20000,0,no,no
56.0,secondary,services,divorced,70000,72,yes,no
41.0,primary,housemaid,married,16000,322,no,no
42.0,secondary,blue-collar,married,20000,2044,yes,no
29.0,secondary,blue-collar,single,20000,43,no,no
42.0,secondary,services,single,70000,2348,no,no
35.0,secondary,blue-collar,married,20000,682,no,no
42.0,secondary,admin.,married,50000,874,no,no
38.0,primary,blue-collar,married,20000,1,no,no
37.0,tertiary,management,single,100000,815,no,no
40.0,secondary,technician,single,60000,1001,yes,no
50.0,secondary,blue-collar,married,20000,16,no,no
45.0,tertiary,housemaid,married,16000,0,no,no
39.0,tertiary,technician,single,60000,741,no,no
28.0,secondary,blue-collar,married,20000,-470,no,no
28.0,tertiary,management,single,100000,682,no,no
28.0,secondary,blue-collar,married,20000,922,no,no
47.0,primary,blue-collar,married,20000,328,no,no
25.0,secondary,admin.,single,50000,122,no,yes
46.0,secondary,management,married,100000,21,no,no
35.0,secondary,technician,single,60000,1467,yes,no
43.0,primary,blue-collar,divorced,20000,1234,no,no
51.0,primary,blue-collar,divorced,20000,57,yes,no
27.0,tertiary,student,single,4000,37,no,no
23.0,secondary,blue-collar,single,20000,537,no,no
47.0,primary,blue-collar,married,20000,206,yes,no
50.0,secondary,management,married,100000,0,yes,no
41.0,tertiary,technician,single,60000,5365,no,no
57.0,secondary,retired,married,55000,455,no,no
30.0,secondary,blue-collar,married,20000,-109,yes,no
34.0,secondary,entrepreneur,married,120000,393,no,no
47.0,secondary,services,married,70000,278,no,no
50.0,primary,services,married,70000,5024,yes,yes
34.0,unknown,blue-collar,married,20000,0,no,no
48.0,secondary,services,married,70000,1323,yes,no
55.0,secondary,services,married,70000,0,no,no
51.0,secondary,services,married,70000,1703,no,no
43.0,primary,blue-collar,single,20000,181,no,no
53.0,secondary,blue-collar,married,20000,148,no,no
40.0,primary,blue-collar,married,20000,32,no,no
51.0,secondary,blue-collar,married,20000,160,no,no
49.0,secondary,technician,married,60000,0,no,no
36.0,secondary,blue-collar,married,20000,0,no,no
44.0,primary,services,married,70000,3,no,no
54.0,primary,blue-collar,married,20000,6242,no,no
50.0,secondary,services,divorced,70000,339,no,no
51.0,secondary,technician,married,60000,-1944,no,yes
55.0,secondary,blue-collar,married,20000,2854,no,no
41.0,secondary,technician,married,60000,77,no,no
32.0,tertiary,management,married,100000,1544,no,no
35.0,secondary,blue-collar,single,20000,2227,no,no
32.0,secondary,blue-collar,single,20000,-219,no,no
30.0,secondary,entrepreneur,married,120000,-388,no,no
40.0,secondary,blue-collar,divorced,20000,0,no,no
58.0,unknown,blue-collar,married,20000,807,no,no
31.0,secondary,technician,single,60000,656,no,no
40.0,secondary,blue-collar,married,20000,1938,no,no
51.0,secondary,admin.,married,50000,3025,no,yes
38.0,secondary,technician,married,60000,0,yes,no
36.0,secondary,blue-collar,married,20000,2095,no,no
55.0,primary,blue-collar,married,20000,728,no,no
32.0,secondary,blue-collar,married,20000,489,no,no
34.0,secondary,technician,divorced,60000,592,no,no
25.0,secondary,services,married,70000,51,yes,no
35.0,secondary,admin.,married,50000,0,no,no
28.0,secondary,services,married,70000,15,no,no
45.0,secondary,admin.,single,50000,-101,no,no
34.0,tertiary,management,married,100000,676,no,no
60.0,unknown,blue-collar,married,20000,2090,no,yes
